posting_id,skill
JP118264,SQL
JP118264,Excel
JP118264,Spark
JP118264,LLMs
JP118264,Data Modelling
JP118264,Git
JP117638,SQL
JP117638,Python
JP117638,Power BI
JP117638,R
JP117638,Azure
JP117638,AWS
JP117638,Databricks
JP117638,Machine Learning
JP117638,LLMs
JP117638,GenAI
JP117638,RAG
JP117638,Statistics
JP133231,SQL
JP133231,Python
JP133231,Excel
JP133231,Azure
JP133231,Machine Learning
JP133231,LLMs
JP133231,Prompt Engineering
JP133231,MLOps
JP133231,Statistics
JP111998,SQL
JP111998,Python
JP111998,Excel
JP111998,Power BI
JP111998,Snowflake
JP111998,Databricks
JP111998,dbt
JP111998,GenAI
JP111998,Prompt Engineering
JP111998,MLOps
JP136824,SQL
JP136824,Python
JP136824,Excel
JP136824,Power BI
JP136824,Tableau
JP136824,AWS
JP136824,Airflow
JP136824,ETL
JP108107,SQL
JP108107,Python
JP108107,Tableau
JP108107,Snowflake
JP108107,Spark
JP108107,dbt
JP108107,Statistics
JP108107,Git
JP122378,Azure
JP122378,Databricks
JP122378,MLOps
JP113217,SQL
JP113217,Python
JP113217,Power BI
JP113217,Machine Learning
JP107760,SQL
JP107760,Python
JP107760,AWS
JP107760,Snowflake
JP107760,LLMs
JP128272,SQL
JP128272,Python
JP128272,Power BI
JP128272,Snowflake
JP128272,Databricks
JP128272,Machine Learning
JP128272,GenAI
JP114784,SQL
JP114784,Python
JP114784,Excel
JP114784,Power BI
JP114784,AWS
JP114784,Data Modelling
JP114784,ETL
JP114784,Git
JP137771,SQL
JP137771,Power BI
JP137771,Tableau
JP137771,AWS
JP137771,LLMs
JP137771,GenAI
JP137771,RAG
JP137771,Git
JP111244,Python
JP111244,Power BI
JP111244,R
JP111244,Azure
JP111244,Databricks
JP111244,Prompt Engineering
JP111244,Statistics
JP111244,ETL
JP104240,SQL
JP104240,Python
JP104240,Excel
JP104240,Azure
JP104240,AWS
JP104240,Snowflake
JP104240,Spark
JP104240,dbt
JP104240,ETL
JP104240,Git
JP112613,Python
JP112613,Power BI
JP112613,Azure
JP112613,Machine Learning
JP112613,ETL
JP102099,SQL
JP102099,Excel
JP102099,Power BI
JP102099,Databricks
JP102099,ETL
JP125985,SQL
JP125985,Power BI
JP125985,Azure
JP125985,Databricks
JP125985,ETL
JP125985,Git
JP127329,SQL
JP127329,Excel
JP127329,Power BI
JP127329,Snowflake
JP127329,Statistics
JP127329,Git
JP114659,Python
JP114659,Excel
JP114659,Power BI
JP114659,Spark
JP114659,Prompt Engineering
JP114659,ETL
JP132119,SQL
JP132119,Python
JP132119,Azure
JP132119,Databricks
JP132119,Spark
JP132119,Machine Learning
JP132119,LLMs
JP132119,RAG
JP132119,Statistics
JP132119,ETL
JP114174,Python
JP125531,SQL
JP139426,LLMs
JP139426,GenAI
JP139426,Prompt Engineering
JP133219,Python
JP133219,Excel
JP133219,Power BI
JP133219,Tableau
JP133219,Azure
JP133219,Machine Learning
JP133219,LLMs
JP133219,GenAI
JP133219,RAG
JP133219,MLOps
JP133219,Statistics
JP133219,Data Modelling
JP103434,SQL
JP103434,Excel
JP103434,Power BI
JP103434,Databricks
JP103434,GenAI
JP114351,SQL
JP114351,Power BI
JP114351,Tableau
JP114351,Azure
JP114351,Spark
JP114351,dbt
JP114351,Airflow
JP114351,A/B Testing
JP114351,ETL
JP116619,SQL
JP116619,Excel
JP116619,R
JP116619,Machine Learning
JP116619,LLMs
JP116619,GenAI
JP116619,Prompt Engineering
JP116619,Git
JP133128,SQL
JP133128,Python
JP133128,Excel
JP133128,Power BI
JP133128,Tableau
JP133128,Spark
JP133128,Machine Learning
JP133128,LLMs
JP133128,MLOps
JP133128,Statistics
JP139578,R
JP139578,Azure
JP139578,Spark
JP139578,LLMs
JP139578,GenAI
JP139578,ETL
JP132743,SQL
JP132743,Azure
JP132743,Databricks
JP132743,Machine Learning
JP132743,Data Modelling
JP132743,Git
JP114130,Excel
JP114130,Power BI
JP123691,Python
JP123691,Azure
JP123691,Machine Learning
JP123691,Data Modelling
JP123691,ETL
JP135772,SQL
JP135772,Python
JP135772,Power BI
JP135772,Tableau
JP135772,Databricks
JP135772,Airflow
JP135772,Machine Learning
JP135772,Prompt Engineering
JP105247,SQL
JP105247,Excel
JP105247,Power BI
JP105247,Azure
JP105247,Machine Learning
JP105247,Git
JP118989,SQL
JP118989,Power BI
JP118989,Machine Learning
JP118989,LLMs
JP118989,GenAI
JP118989,RAG
JP118989,Prompt Engineering
JP118989,MLOps
JP131484,Excel
JP131484,AWS
JP131484,Machine Learning
JP131484,LLMs
JP131484,GenAI
JP131484,MLOps
JP102034,SQL
JP102034,Python
JP102034,AWS
JP102034,GenAI
JP114125,SQL
JP114125,Power BI
JP114125,Azure
JP114125,Spark
JP115824,SQL
JP115824,Excel
JP115824,Power BI
JP115824,Spark
JP115824,Airflow
JP115824,Machine Learning
JP115824,MLOps
JP115824,ETL
JP115824,Git
JP110169,SQL
JP110169,Python
JP110169,Excel
JP110169,AWS
JP110169,Machine Learning
JP110169,LLMs
JP110169,GenAI
JP110169,MLOps
JP110169,Data Modelling
JP133233,SQL
JP133233,Excel
JP133233,Machine Learning
JP133233,GenAI
JP133233,RAG
JP133233,MLOps
JP133233,Statistics
JP107698,SQL
JP107698,Python
JP107698,Power BI
JP107698,Azure
JP107698,Spark
JP107698,Machine Learning
JP107698,LLMs
JP107698,RAG
JP106177,Excel
JP106177,Tableau
JP106177,Azure
JP106177,AWS
JP106177,Machine Learning
JP106177,LLMs
JP106177,GenAI
JP106177,Git
JP132374,SQL
JP132374,Spark
JP132374,Machine Learning
JP132374,GenAI
JP132374,Prompt Engineering
JP132374,Statistics
JP124831,SQL
JP124831,Power BI
JP124831,Tableau
JP124831,AWS
JP124831,dbt
JP124831,Machine Learning
JP124831,Data Modelling
JP105270,SQL
JP105270,Power BI
JP105270,Tableau
JP105270,Databricks
JP105270,Spark
JP105270,LLMs
JP105270,Data Modelling
JP105270,ETL
JP111608,SQL
JP111608,Python
JP111608,Power BI
JP111608,Databricks
JP117783,SQL
JP117783,Python
JP117783,Excel
JP117783,Databricks
JP117783,Data Modelling
JP117783,ETL
JP118938,SQL
JP118938,Python
JP118938,Excel
JP118938,Power BI
JP118938,Snowflake
JP120911,SQL
JP120911,Python
JP120911,Excel
JP120911,Power BI
JP120911,Spark
JP120911,Machine Learning
JP120911,LLMs
JP120911,GenAI
JP120911,MLOps
JP120911,Git
JP109915,SQL
JP109915,Excel
JP109915,Power BI
JP109915,dbt
JP109915,Prompt Engineering
JP109915,Data Modelling
JP109595,SQL
JP109595,Power BI
JP109595,Machine Learning
JP109595,LLMs
JP109595,Prompt Engineering
JP109595,MLOps
JP124586,SQL
JP124586,Python
JP124586,Excel
JP124586,Data Modelling
JP128234,SQL
JP128234,Power BI
JP128234,Spark
JP102299,Power BI
JP102299,Azure
JP102299,Snowflake
JP102299,Spark
JP102299,dbt
JP102299,Machine Learning
JP102299,LLMs
JP102299,Statistics
JP101606,Power BI
JP101606,AWS
JP101606,Spark
JP101606,Machine Learning
JP101606,LLMs
JP101606,GenAI
JP101606,A/B Testing
JP121367,SQL
JP121367,Python
JP121367,Power BI
JP121367,Tableau
JP121367,Machine Learning
JP121367,RAG
JP121367,Data Modelling
JP103169,SQL
JP103169,Python
JP103169,Excel
JP103169,Power BI
JP103169,Tableau
JP103169,Prompt Engineering
JP107276,SQL
JP107276,Python
JP107276,Power BI
JP107276,Statistics
JP107276,ETL
JP132515,SQL
JP132515,Azure
JP121023,SQL
JP121023,Excel
JP121023,Power BI
JP121023,R
JP121023,AWS
JP121023,Machine Learning
JP121023,Data Modelling
JP121023,ETL
JP121023,Git
JP112017,SQL
JP112017,Python
JP112017,Azure
JP112017,AWS
JP112017,Snowflake
JP112017,Statistics
JP112017,Git
JP118993,SQL
JP118993,Python
JP118993,Excel
JP118993,Airflow
JP125681,SQL
JP125681,Python
JP125681,GenAI
JP125681,A/B Testing
JP125681,ETL
JP116224,SQL
JP116224,Python
JP116224,Excel
JP116224,Power BI
JP116224,Azure
JP116224,AWS
JP116224,Machine Learning
JP116224,Statistics
JP134130,SQL
JP134130,Tableau
JP134130,Snowflake
JP134130,dbt
JP134130,Machine Learning
JP134130,GenAI
JP134130,MLOps
JP134130,Statistics
JP134130,ETL
JP107381,SQL
JP107381,Python
JP107381,Excel
JP107381,Azure
JP107381,Airflow
JP107381,RAG
JP129930,Python
JP129930,Excel
JP129930,Machine Learning
JP129930,GenAI
JP129930,Git
JP119289,Excel
JP119289,Power BI
JP119289,Databricks
JP119289,Machine Learning
JP119289,LLMs
JP119289,MLOps
JP127190,SQL
JP127190,Python
JP127190,Power BI
JP127190,Azure
JP127190,Statistics
JP127190,Data Modelling
JP127190,ETL
JP135829,SQL
JP135829,Power BI
JP135829,AWS
JP135829,ETL
JP119806,Python
JP110756,SQL
JP110756,Machine Learning
JP110756,GenAI
JP110756,MLOps
JP110756,Git
JP105239,Tableau
JP105239,Azure
JP105239,A/B Testing
JP100640,SQL
JP100640,Python
JP100640,Excel
JP100640,Power BI
JP121217,SQL
JP121217,Power BI
JP121217,Databricks
JP121217,Spark
JP121217,Airflow
JP121217,MLOps
JP137405,SQL
JP137405,Python
JP137405,Excel
JP137405,Power BI
JP137405,AWS
JP137405,Spark
JP137405,Machine Learning
JP137405,Statistics
JP137405,ETL
JP117424,Python
JP117424,Power BI
JP117424,AWS
JP117424,dbt
JP117424,ETL
JP106668,SQL
JP106668,Excel
JP106668,R
JP106668,Statistics
JP121650,SQL
JP121650,Python
JP121650,Power BI
JP121650,Azure
JP121650,Machine Learning
JP121650,Git
JP130093,SQL
JP130093,Excel
JP130093,Power BI
JP130093,Tableau
JP130093,Snowflake
JP130093,Spark
JP130093,MLOps
JP127935,SQL
JP127935,Python
JP127935,Spark
JP117426,Python
JP117426,Excel
JP117426,Azure
JP117426,Snowflake
JP117426,Databricks
JP117426,dbt
JP117426,Airflow
JP117426,ETL
JP110780,Excel
JP110780,Azure
JP110780,Spark
JP110780,Statistics
JP120813,SQL
JP120813,Python
JP120813,Power BI
JP120813,AWS
JP107562,SQL
JP107562,Python
JP107562,Excel
JP107562,Power BI
JP107562,R
JP107562,Azure
JP107562,AWS
JP114052,Python
JP114052,Tableau
JP114052,AWS
JP114052,A/B Testing
JP114052,Data Modelling
JP135634,Python
JP135634,AWS
JP135634,Machine Learning
JP105730,SQL
JP105730,AWS
JP105730,Machine Learning
JP105730,Data Modelling
JP102799,Python
JP102799,Prompt Engineering
JP102799,Statistics
JP137407,Azure
JP137407,Machine Learning
JP137407,GenAI
JP137407,RAG
JP137407,Prompt Engineering
JP137407,MLOps
JP103379,SQL
JP103379,Python
JP103379,Excel
JP103379,Machine Learning
JP103379,Git
JP129968,SQL
JP129968,Python
JP129968,Power BI
JP129968,Tableau
JP129968,Azure
JP129968,ETL
JP135928,Azure
JP135928,Snowflake
JP135928,Spark
JP135928,Machine Learning
JP135928,ETL
JP109222,Python
JP109222,Power BI
JP109222,Azure
JP109222,dbt
JP109222,Machine Learning
JP109222,GenAI
JP109222,RAG
JP109222,A/B Testing
JP134731,SQL
JP134731,Python
JP134731,Excel
JP134731,Databricks
JP134731,Data Modelling
JP134731,ETL
JP111912,SQL
JP111912,Python
JP111912,Excel
JP111912,AWS
JP111912,Snowflake
JP111912,Databricks
JP111912,Airflow
JP122192,SQL
JP122192,Excel
JP122192,Tableau
JP122192,Snowflake
JP122192,Databricks
JP104981,SQL
JP104981,Excel
JP104981,Azure
JP104981,Machine Learning
JP104981,ETL
JP104981,Git
JP122994,SQL
JP122994,Power BI
JP122994,Tableau
JP122994,Snowflake
JP122994,A/B Testing
JP108456,SQL
JP108456,Python
JP108456,Tableau
JP108456,R
JP108456,AWS
JP116311,SQL
JP116311,Excel
JP116311,Power BI
JP116311,AWS
JP116311,Machine Learning
JP116311,Statistics
JP132648,SQL
JP132648,Excel
JP132648,Power BI
JP132648,Statistics
JP132648,ETL
JP132648,Git
JP138013,SQL
JP138013,Python
JP138013,Excel
JP138013,AWS
JP138013,Machine Learning
JP138013,MLOps
JP138013,ETL
JP100593,SQL
JP100593,Excel
JP100593,Power BI
JP100593,Machine Learning
JP100593,LLMs
JP100593,GenAI
JP100593,RAG
JP100593,A/B Testing
JP133713,SQL
JP133713,Excel
JP133713,Power BI
JP133713,Tableau
JP133713,R
JP133713,Airflow
JP133713,Prompt Engineering
JP133713,Git
JP105508,SQL
JP105508,Excel
JP105508,Power BI
JP105508,AWS
JP105508,Snowflake
JP105508,Data Modelling
JP105508,Git
JP134020,SQL
JP134020,Power BI
JP100791,SQL
JP100791,Python
JP100791,Excel
JP100791,R
JP100791,Azure
JP100791,AWS
JP100791,Airflow
JP100791,Machine Learning
JP100791,ETL
JP100791,Git
JP102050,SQL
JP102050,Python
JP102050,Power BI
JP102050,Databricks
JP102050,Airflow
JP139469,SQL
JP139469,Excel
JP139469,R
JP139469,Machine Learning
JP139469,LLMs
JP139469,RAG
JP139469,MLOps
JP139469,A/B Testing
JP130283,SQL
JP130283,Python
JP130283,Excel
JP130283,Machine Learning
JP130283,Git
JP134839,SQL
JP134839,Python
JP134839,Power BI
JP134839,Databricks
JP134839,Machine Learning
JP134839,LLMs
JP126031,AWS
JP126031,Machine Learning
JP126031,LLMs
JP126031,GenAI
JP126031,MLOps
JP126031,ETL
JP126031,Git
JP132033,SQL
JP132033,Python
JP132033,Excel
JP132033,Power BI
JP132033,Machine Learning
JP132033,LLMs
JP132033,RAG
JP132033,ETL
JP106568,SQL
JP106568,Power BI
JP106568,Databricks
JP133043,SQL
JP133043,Python
JP133043,Excel
JP133043,Power BI
JP133043,Azure
JP133043,dbt
JP133043,Machine Learning
JP117845,SQL
JP117845,Python
JP117845,Excel
JP117845,R
JP117845,Azure
JP117845,Databricks
JP117845,Machine Learning
JP117845,LLMs
JP117845,GenAI
JP117845,MLOps
JP105921,SQL
JP105921,Python
JP105921,Azure
JP105921,AWS
JP105921,Snowflake
JP105921,Databricks
JP133281,Python
JP133281,Excel
JP133281,Power BI
JP133281,Snowflake
JP133281,Machine Learning
JP124099,SQL
JP124099,Python
JP124099,Machine Learning
JP124099,ETL
JP118952,SQL
JP118952,Excel
JP118952,Azure
JP118952,LLMs
JP118952,Data Modelling
JP113848,SQL
JP113848,AWS
JP113848,LLMs
JP113848,ETL
JP112181,SQL
JP112181,Python
JP112181,Excel
JP112181,Tableau
JP112181,Prompt Engineering
JP129733,Python
JP129733,Azure
JP129733,Machine Learning
JP129733,Prompt Engineering
JP104664,SQL
JP104664,Power BI
JP104664,Azure
JP104664,AWS
JP104664,Databricks
JP104664,Machine Learning
JP104664,GenAI
JP104664,ETL
JP128745,SQL
JP128745,Python
JP128745,Azure
JP128745,AWS
JP128745,Machine Learning
JP128745,LLMs
JP128745,GenAI
JP128745,RAG
JP134967,Python
JP134967,Excel
JP134967,Power BI
JP134967,Machine Learning
JP134967,LLMs
JP134967,RAG
JP134967,Data Modelling
JP134967,Git
JP127588,Power BI
JP127588,Tableau
JP127588,AWS
JP127588,Machine Learning
JP127588,MLOps
JP127588,ETL
JP130375,SQL
JP130375,Python
JP130375,Snowflake
JP116943,SQL
JP116943,Excel
JP116943,Prompt Engineering
JP139234,SQL
JP139234,Python
JP139234,Power BI
JP139234,AWS
JP139234,Snowflake
JP139234,Machine Learning
JP139234,Prompt Engineering
JP139234,MLOps
JP134695,SQL
JP134695,Power BI
JP134695,AWS
JP134695,dbt
JP134695,Statistics
JP134695,Git
JP123106,SQL
JP123106,Python
JP123106,Excel
JP123106,Azure
JP123106,dbt
JP123106,Airflow
JP123106,Machine Learning
JP123106,GenAI
JP123106,RAG
JP131689,SQL
JP131689,Python
JP131689,Power BI
JP131689,R
JP131689,Spark
JP131689,A/B Testing
JP131689,ETL
JP131689,Git
JP112555,SQL
JP112555,Python
JP112555,Excel
JP112555,Data Modelling
JP112555,ETL
JP123504,SQL
JP123504,Python
JP123504,Excel
JP123504,Power BI
JP123504,Tableau
JP123504,Databricks
JP123504,Airflow
JP123504,Machine Learning
JP123504,LLMs
JP123504,GenAI
JP120143,SQL
JP120143,Python
JP120143,Azure
JP120143,Airflow
JP120143,Machine Learning
JP120143,LLMs
JP120143,GenAI
JP120143,Prompt Engineering
JP120143,MLOps
JP120143,ETL
JP127988,SQL
JP127988,Excel
JP127988,Power BI
JP127988,Snowflake
JP127988,Databricks
JP127988,LLMs
JP127988,GenAI
JP127988,RAG
JP127988,Prompt Engineering
JP127988,MLOps
JP107234,SQL
JP107234,Python
JP107234,Excel
JP107234,Power BI
JP107234,Tableau
JP107234,R
JP107234,Snowflake
JP116534,SQL
JP116534,Excel
JP116534,Power BI
JP116534,Azure
JP116534,AWS
JP116534,Databricks
JP102515,SQL
JP102515,Python
JP102515,Power BI
JP102515,Airflow
JP109539,SQL
JP109539,Python
JP109539,Excel
JP109539,Power BI
JP109539,Azure
JP109539,Machine Learning
JP109539,ETL
JP107464,SQL
JP107464,Python
JP107464,R
JP107464,LLMs
JP107464,ETL
JP112465,SQL
JP112465,Python
JP112465,Tableau
JP112465,Azure
JP112465,AWS
JP112465,LLMs
JP112465,GenAI
JP112465,A/B Testing
JP114371,SQL
JP114371,Excel
JP114371,Power BI
JP114371,AWS
JP114371,Git
JP117258,SQL
JP117258,Power BI
JP117258,ETL
JP117258,Git
JP116561,SQL
JP116561,Python
JP116561,Excel
JP116561,Power BI
JP116561,Tableau
JP116561,AWS
JP116561,dbt
JP130604,SQL
JP130604,Python
JP130604,Excel
JP130604,Power BI
JP130604,Tableau
JP130604,R
JP111718,SQL
JP111718,Python
JP111718,Excel
JP111718,Power BI
JP111718,Spark
JP111718,Machine Learning
JP111718,GenAI
JP111718,MLOps
JP111718,ETL
JP126346,Python
JP126346,Excel
JP126346,Power BI
JP126346,R
JP126346,Azure
JP126346,AWS
JP126346,Snowflake
JP126346,dbt
JP126346,ETL
JP113248,SQL
JP113248,Power BI
JP113248,Tableau
JP113248,Databricks
JP113248,Airflow
JP113248,LLMs
JP113248,Statistics
JP113248,Data Modelling
JP100459,SQL
JP100459,Python
JP100459,Excel
JP100459,AWS
JP100459,Machine Learning
JP100459,Prompt Engineering
JP128613,SQL
JP128613,Power BI
JP128613,Databricks
JP128613,Machine Learning
JP128613,LLMs
JP120201,Tableau
JP120201,Azure
JP120201,AWS
JP121711,SQL
JP121711,Python
JP121711,Power BI
JP121711,Azure
JP121711,Data Modelling
JP134399,SQL
JP134399,Excel
JP134399,AWS
JP134399,Databricks
JP134399,Machine Learning
JP134399,Data Modelling
JP129281,SQL
JP129281,Python
JP129281,R
JP129281,GenAI
JP129281,Statistics
JP117573,SQL
JP117573,Python
JP117573,Excel
JP117573,Tableau
JP117573,Azure
JP117573,MLOps
JP103037,Python
JP103037,Power BI
JP103037,Tableau
JP103037,Statistics
JP103037,ETL
JP117138,SQL
JP117138,Power BI
JP117138,Azure
JP117138,Machine Learning
JP117138,A/B Testing
JP135417,SQL
JP135417,Python
JP135417,Excel
JP135417,Power BI
JP135417,Snowflake
JP135417,Spark
JP135417,Machine Learning
JP115358,SQL
JP115358,Python
JP115358,Excel
JP115358,Power BI
JP115358,AWS
JP115358,Machine Learning
JP123339,SQL
JP123339,Python
JP123339,Power BI
JP123339,Tableau
JP123339,AWS
JP123339,RAG
JP123339,Prompt Engineering
JP123339,Statistics
JP123339,A/B Testing
JP123339,Git
JP133482,SQL
JP133482,Python
JP133482,Power BI
JP133482,Azure
JP133482,AWS
JP133482,Spark
JP133482,ETL
JP108214,SQL
JP108214,Python
JP108214,Excel
JP108214,Power BI
JP108214,Databricks
JP108214,dbt
JP108214,ETL
JP108205,SQL
JP106402,SQL
JP106402,Excel
JP106402,AWS
JP106402,A/B Testing
JP106402,Git
JP123803,SQL
JP123803,Python
JP123803,Excel
JP123803,Power BI
JP123803,Databricks
JP123803,Spark
JP123803,Machine Learning
JP123803,ETL
JP123803,Git
JP100182,SQL
JP100182,Python
JP100182,Excel
JP100182,Power BI
JP100182,Tableau
JP100182,Airflow
JP100182,Machine Learning
JP100182,MLOps
JP100182,Data Modelling
JP100182,Git
JP112074,SQL
JP112074,Python
JP112074,Power BI
JP112074,AWS
JP112074,Snowflake
JP112074,A/B Testing
JP112074,Git
JP117122,SQL
JP117122,Python
JP117122,R
JP117122,AWS
JP117122,Snowflake
JP117122,Airflow
JP117122,Machine Learning
JP109548,Python
JP109548,Power BI
JP109548,Tableau
JP109548,Azure
JP109548,LLMs
JP111595,SQL
JP111595,Power BI
JP111595,Tableau
JP118726,Python
JP118726,Excel
JP118726,Azure
JP118726,Snowflake
JP118726,Machine Learning
JP118726,LLMs
JP118726,GenAI
JP118726,MLOps
JP118726,Statistics
JP118726,ETL
JP118726,Git
JP128933,SQL
JP128933,Python
JP128933,Power BI
JP128933,R
JP128933,Spark
JP128933,LLMs
JP128933,Statistics
JP134237,SQL
JP134237,Python
JP134237,Power BI
JP134237,Azure
JP134237,Databricks
JP134237,Machine Learning
JP134237,LLMs
JP134237,GenAI
JP134237,MLOps
JP134237,ETL
JP139626,SQL
JP139626,Python
JP139626,Power BI
JP139626,Azure
JP139626,AWS
JP139626,dbt
JP139626,GenAI
JP139626,Git
JP105369,SQL
JP105369,Power BI
JP105369,R
JP138533,SQL
JP138533,Excel
JP138533,Power BI
JP138533,Azure
JP138533,Spark
JP138533,Git
JP101829,SQL
JP101829,Azure
JP101829,AWS
JP101829,Snowflake
JP101829,Spark
JP101829,dbt
JP119037,SQL
JP119037,Python
JP119037,Excel
JP119037,Power BI
JP119037,Tableau
JP119037,Snowflake
JP119037,Git
JP105792,Python
JP105792,Power BI
JP105792,Tableau
JP105792,Azure
JP105792,Snowflake
JP105792,Machine Learning
JP105792,LLMs
JP105792,GenAI
JP105792,RAG
JP105792,MLOps
JP105792,A/B Testing
JP105792,ETL
JP116174,SQL
JP116174,Python
JP116174,Power BI
JP116174,R
JP116174,Airflow
JP116174,Machine Learning
JP116174,LLMs
JP116174,MLOps
JP108809,SQL
JP108809,Python
JP108809,Azure
JP108809,GenAI
JP108809,ETL
JP125315,Excel
JP125315,Power BI
JP125315,Azure
JP125315,AWS
JP125315,Machine Learning
JP120181,SQL
JP120181,Python
JP120181,Machine Learning
JP133028,SQL
JP133028,Python
JP133028,Power BI
JP133028,Machine Learning
JP133028,GenAI
JP133028,RAG
JP133028,MLOps
JP101599,Python
JP101599,Excel
JP101599,Power BI
JP101599,LLMs
JP101599,ETL
JP129259,SQL
JP129259,Python
JP129259,Excel
JP129259,Power BI
JP129259,Tableau
JP129259,Azure
JP129259,Statistics
JP129259,ETL
JP137832,SQL
JP137832,Python
JP137832,Excel
JP137832,Power BI
JP137832,dbt
JP137832,Statistics
JP112975,SQL
JP112975,Python
JP112975,Excel
JP112975,Power BI
JP112975,Tableau
JP112975,dbt
JP112975,GenAI
JP112975,A/B Testing
JP112975,Data Modelling
JP122561,SQL
JP122561,Python
JP122561,Excel
JP122561,Power BI
JP122561,R
JP122561,AWS
JP122561,Statistics
JP122561,Data Modelling
JP125476,SQL
JP125476,Excel
JP125476,Power BI
JP125476,AWS
JP125476,Airflow
JP125476,ETL
JP128421,SQL
JP128421,Power BI
JP128421,Tableau
JP128421,Spark
JP128421,dbt
JP128421,LLMs
JP128421,Data Modelling
JP128421,ETL
JP129643,SQL
JP129643,Python
JP129643,A/B Testing
JP126862,SQL
JP126862,Python
JP126862,Excel
JP126862,Power BI
JP126862,Azure
JP126862,Machine Learning
JP126862,Data Modelling
JP121784,Excel
JP121784,Power BI
JP121784,R
JP121784,Machine Learning
JP121784,LLMs
JP121784,MLOps
JP121784,Statistics
JP111921,SQL
JP111921,Python
JP111921,Excel
JP111921,Azure
JP111921,Machine Learning
JP111921,GenAI
JP111921,Git
JP119318,SQL
JP119318,Excel
JP119318,Power BI
JP119318,Tableau
JP119318,Azure
JP119318,Snowflake
JP119318,Databricks
JP119318,Machine Learning
JP119318,LLMs
JP119318,GenAI
JP119318,RAG
JP119318,MLOps
JP134572,SQL
JP134572,Python
JP134572,Excel
JP134572,Tableau
JP134572,A/B Testing
JP134572,ETL
JP122679,Power BI
JP122679,Tableau
JP122679,Machine Learning
JP122679,LLMs
JP122679,GenAI
JP122679,RAG
JP122679,ETL
JP122679,Git
JP138280,Power BI
JP138280,Azure
JP138280,AWS
JP138280,Machine Learning
JP138280,LLMs
JP138280,ETL
JP109138,SQL
JP109138,Python
JP109138,Excel
JP109138,Power BI
JP111069,SQL
JP111069,Excel
JP111069,Power BI
JP111069,dbt
JP111069,LLMs
JP111069,Prompt Engineering
JP111069,ETL
JP120627,Databricks
JP120627,Airflow
JP120627,Machine Learning
JP120627,Prompt Engineering
JP120627,Statistics
JP120627,A/B Testing
JP131671,SQL
JP131671,Excel
JP131671,Statistics
JP131671,A/B Testing
JP131671,Git
JP117321,Python
JP117321,Tableau
JP117321,Azure
JP117321,Databricks
JP117321,Machine Learning
JP117321,MLOps
JP133548,Python
JP133548,Power BI
JP133548,Machine Learning
JP133548,Prompt Engineering
JP133548,Data Modelling
JP109876,SQL
JP109876,Python
JP109876,Power BI
JP109876,Tableau
JP109876,AWS
JP109876,Machine Learning
JP109876,LLMs
JP109876,Prompt Engineering
JP109876,MLOps
JP136310,SQL
JP136310,Excel
JP136310,Machine Learning
JP136310,MLOps
JP112225,Python
JP112225,Databricks
JP112225,Spark
JP112225,Machine Learning
JP112225,LLMs
JP112225,GenAI
JP112225,MLOps
JP111674,SQL
JP111674,Python
JP111674,Tableau
JP111674,Azure
JP111674,AWS
JP111674,Spark
JP111674,Data Modelling
JP111674,ETL
JP114288,SQL
JP114288,Python
JP114288,Tableau
JP114288,R
JP114288,AWS
JP114288,GenAI
JP114288,A/B Testing
JP114288,Git
JP123739,SQL
JP123739,Python
JP123739,Power BI
JP123739,Machine Learning
JP123739,Statistics
JP137813,Tableau
JP137813,R
JP137813,Machine Learning
JP137813,LLMs
JP137813,GenAI
JP137813,MLOps
JP137813,ETL
JP137813,Git
JP134117,SQL
JP134117,Python
JP134117,Excel
JP134117,Power BI
JP134117,Machine Learning
JP134117,LLMs
JP120827,SQL
JP120827,Python
JP120827,Power BI
JP120827,R
JP120827,LLMs
JP109707,Python
JP109707,Power BI
JP109707,Tableau
JP109707,Azure
JP109707,Snowflake
JP109707,Databricks
JP109707,A/B Testing
JP109707,ETL
JP109707,Git
JP101312,SQL
JP101312,Python
JP101312,Power BI
JP101312,Tableau
JP101312,Databricks
JP122743,SQL
JP122743,Excel
JP122743,Power BI
JP122743,Databricks
JP100622,SQL
JP100622,Power BI
JP100622,R
JP135961,Python
JP135961,Power BI
JP135961,Statistics
JP129895,Python
JP129895,dbt
JP129895,Machine Learning
JP129895,LLMs
JP129895,GenAI
JP129895,MLOps
JP115881,SQL
JP115881,Python
JP115881,Tableau
JP115881,Azure
JP115881,LLMs
JP115881,MLOps
JP131232,Python
JP131232,Excel
JP131232,Power BI
JP131232,Tableau
JP131232,Databricks
JP131232,GenAI
JP131232,ETL
JP117354,SQL
JP117354,Excel
JP117354,Power BI
JP117354,R
JP117354,Machine Learning
JP134337,SQL
JP134337,LLMs
JP134337,Statistics
JP125845,SQL
JP125845,Excel
JP125845,AWS
JP125845,Spark
JP122508,SQL
JP122508,Excel
JP122508,Power BI
JP125322,Python
JP125322,Excel
JP125322,AWS
JP125322,Snowflake
JP125322,ETL
JP136222,Power BI
JP136222,Azure
JP136222,Databricks
JP136222,Spark
JP136222,Machine Learning
JP136222,Data Modelling
JP136222,ETL
JP136222,Git
JP133209,SQL
JP133209,Python
JP133209,Excel
JP133209,dbt
JP133209,LLMs
JP100801,SQL
JP100801,Power BI
JP100801,Tableau
JP100801,Azure
JP100801,Spark
JP100801,Airflow
JP100801,LLMs
